Product_ID,Category,Sub_Category,Name
1655,Furniture,Bookcases,Rush Hierlooms Collection Rich Wood Bookcases
1656,Technology,Accessories,Kingston Digital DataTraveler 8GB USB 2.0
1657,Technology,Machines,"HP Designjet T520 Inkjet Large Format Printer - 24"" Color"
1658,Office Supplies,Art,Newell 338
1659,Furniture,Chairs,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs
1660,Furniture,Bookcases,O'Sullivan 5-Shelf Heavy-Duty Bookcases
1661,Office Supplies,Paper,Hammermill Color Copier Paper (28Lb. and 96 Bright)
1662,Office Supplies,Paper,Xerox 1990
1663,Office Supplies,Paper,Xerox 1933
1664,Office Supplies,Binders,"Green Canvas Binder for 8-1/2"" x 14"" Sheets"
1665,Office Supplies,Envelopes,Park Ridge Embossed Executive Business Envelopes
1666,Furniture,Bookcases,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black"
1667,Technology,Machines,Cisco Desktop Collaboration Experience DX650 IP Video Phone
1668,Furniture,Furnishings,Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock
1669,Office Supplies,Paper,Xerox 1975
1670,Office Supplies,Art,Newell 323
1671,Office Supplies,Art,"Boston 1827 Commercial Additional Cutter, Drive Gear & Gear Rack for 1606"
1672,Office Supplies,Appliances,Staple holder
1673,Office Supplies,Binders,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors"
1674,Technology,Machines,"3D Systems Cube Printer, 2nd Generation, Magenta"
1675,Office Supplies,Labels,Avery 487
1676,Technology,Machines,Hewlett-Packard Deskjet D4360 Printer
1677,Furniture,Furnishings,DAX Wood Document Frame.
1678,Office Supplies,Paper,Xerox 208
1679,Technology,Accessories,Memorex Micro Travel Drive 4 GB
1680,Office Supplies,Envelopes,#6 3/4 Gummed Flap White Envelopes
1681,Furniture,Furnishings,DAX Two-Tone Silver Metal Document Frame
1682,Office Supplies,Paper,Easy-staple paper
1683,Office Supplies,Labels,Avery 503
1684,Office Supplies,Appliances,Holmes 99% HEPA Air Purifier
1685,Furniture,Bookcases,O'Sullivan Cherrywood Estates Traditional Barrister Bookcase
1686,Office Supplies,Art,SANFORD Major Accent Highlighters
1687,Furniture,Bookcases,Hon 4-Shelf Metal Bookcases
1688,Furniture,Tables,Global Adaptabilities Conference Tables
1689,Office Supplies,Art,Newell 316
1690,Office Supplies,Storage,Fellowes Staxonsteel Drawer Files
1691,Office Supplies,Art,Avery Hi-Liter Smear-Safe Highlighters
1692,Office Supplies,Envelopes,"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box"
1693,Office Supplies,Paper,Xerox 1992
1694,Furniture,Tables,Riverside Furniture Stanwyck Manor Table Series
1695,Office Supplies,Storage,Fellowes Recycled Storage Drawers
1696,Office Supplies,Paper,Xerox 190
1697,Office Supplies,Paper,Xerox 1892
1698,Technology,Phones,Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black
1699,Office Supplies,Paper,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad"
1700,Office Supplies,Storage,"24 Capacity Maxi Data Binder Racks, Pearl"
1701,Office Supplies,Paper,Southworth 25% Cotton Premium Laser Paper and Envelopes
1702,Office Supplies,Envelopes,Multimedia Mailers
1703,Office Supplies,Labels,Avery 5
1704,Technology,Phones,Jensen SMPS-640 - speaker phone
1705,Furniture,Furnishings,"Master Caster Door Stop, Large Brown"
1706,Office Supplies,Storage,Fellowes Desktop Hanging File Manager
1707,Office Supplies,Paper,Xerox 1956
1708,Furniture,Furnishings,Nu-Dell Oak Frame
1709,Office Supplies,Binders,GBC Therma-A-Bind 250T Electric Binding System
1710,Furniture,Furnishings,Document Clip Frames
1711,Office Supplies,Appliances,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk"
1712,Office Supplies,Paper,Xerox 1937
1713,Furniture,Furnishings,"DAX Cubicle Frames, 8-1/2 x 11"
1714,Furniture,Bookcases,Sauder Camden County Collection Library
1715,Technology,Copiers,Canon PC-428 Personal Copier
1716,Furniture,Chairs,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms
1717,Office Supplies,Paper,Xerox 1917
1718,Technology,Accessories,SanDisk Cruzer 16 GB USB Flash Drive
1719,Technology,Accessories,Imation 30456 USB Flash Drive 8GB
1720,Technology,Phones,Panasonic KX TS208W Corded phone
1721,Office Supplies,Paper,Xerox 19
1722,Technology,Accessories,SanDisk Cruzer 4 GB USB Flash Drive
1723,Technology,Accessories,AmazonBasics 3-Button USB Wired Mouse
1724,Office Supplies,Paper,14-7/8 x 11 Blue Bar Computer Printout Paper
1725,Office Supplies,Envelopes,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box"
1726,Office Supplies,Supplies,Kleencut Forged Office Shears by Acme United Corporation
1727,Office Supplies,Binders,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack"
1728,Technology,Accessories,Logitech Keyboard K120
1729,Office Supplies,Paper,Xerox 1932
1730,Office Supplies,Art,Dixon Ticonderoga Pencils
1731,Furniture,Furnishings,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size"
1732,Technology,Machines,Texas Instrument TI-15 Fraction Calculator
1733,Furniture,Furnishings,"Deflect-o EconoMat Nonstudded, No Bevel Mat"
1734,Office Supplies,Fasteners,OIC Thumb-Tacks
1735,Office Supplies,Art,"Sanford EarthWrite Recycled Pencils, Medium Soft, #2"
1736,Technology,Phones,PNY Rapid USB Car Charger - Black
1737,Furniture,Chairs,Hon Every-Day Chair Series Swivel Task Chairs
1738,Technology,Phones,"SmartStand Mobile Device Holder, Assorted Colors"
1739,Office Supplies,Appliances,Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors
1740,Office Supplies,Fasteners,Staples
1741,Office Supplies,Appliances,Euro Pro Shark Stick Mini Vacuum
1742,Office Supplies,Paper,Easy-staple paper
1743,Office Supplies,Paper,Astroparche Fine Business Paper
1744,Technology,Machines,Zebra ZM400 Thermal Label Printer
1745,Office Supplies,Storage,Letter Size File
1746,Technology,Phones,Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black
1747,Technology,Phones,Samsung Galaxy S4
1748,Furniture,Chairs,Office Star Flex Back Scooter Chair with Aluminum Finish Frame
1749,Technology,Phones,Samsung Convoy 3
1750,Furniture,Furnishings,"Eldon Imàge Series Desk Accessories, Clear"
1751,Office Supplies,Labels,Avery 491
1752,Office Supplies,Paper,Xerox 209
1753,Office Supplies,Envelopes,"Peel & Seel Recycled Catalog Envelopes, Brown"
1754,Office Supplies,Appliances,Avanti 1.7 Cu. Ft. Refrigerator
1755,Office Supplies,Supplies,Acme Design Stainless Steel Bent Scissors
1756,Furniture,Tables,"Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops"
1757,Technology,Machines,Hewlett-Packard 300S Scientific Calculator
1758,Office Supplies,Labels,Avery 495
1759,Technology,Phones,iOttie HLCRIO102 Car Mount
1760,Office Supplies,Art,"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink"
1761,Furniture,Furnishings,Eldon 500 Class Desk Accessories
1762,Office Supplies,Paper,EcoTones Memo Sheets
1763,Office Supplies,Paper,Xerox 1906
1764,Technology,Machines,Texas Instruments TI-34 Scientific Calculator
1765,Office Supplies,Paper,Standard Line “While You Were Out” Hardbound Telephone Message Book
1766,Technology,Accessories,Kingston Digital DataTraveler 64GB USB 2.0
1767,Office Supplies,Binders,GBC VeloBinder Strips
1768,Office Supplies,Paper,Xerox 1963
1769,Technology,Accessories,Logitech Z-906 Speaker sys - home theater - 5.1-CH
1770,Office Supplies,Appliances,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black"
1771,Furniture,Furnishings,Luxo Adjustable Task Clamp Lamp
1772,Office Supplies,Paper,Unpadded Memo Slips
1773,Office Supplies,Art,Barrel Sharpener
1774,Office Supplies,Fasteners,Acco Glide Clips
1775,Furniture,Tables,"Bush Cubix Conference Tables, Fully Assembled"
1776,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum"
1777,Technology,Phones,RCA H5401RE1 DECT 6.0 4-Line Cordless Handset With Caller ID/Call Waiting
1778,Furniture,Tables,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine"
1779,Office Supplies,Paper,Xerox 20
1780,Technology,Machines,"HP Officejet Pro 8600 e-All-In-One Printer, Copier, Scanner, Fax"
1781,Office Supplies,Paper,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book"
1782,Technology,Phones,Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5
1783,Office Supplies,Storage,"Iris 3-Drawer Stacking Bin, Black"
1784,Technology,Phones,Panasonic Business Telephones KX-T7736
1785,Office Supplies,Art,Hunt Boston Vacuum Mount KS Pencil Sharpener
1786,Office Supplies,Storage,Portfile Personal File Boxes
1787,Office Supplies,Storage,"Belkin 19"" Center-Weighted Shelf, Gray"
1788,Furniture,Chairs,Hon Comfortask Task/Swivel Chairs
1789,Furniture,Furnishings,"Career Cubicle Clock, 8 1/4"", Black"
1790,Office Supplies,Envelopes,"Peel & Seel Recycled Catalog Envelopes, Brown"
1791,Office Supplies,Art,Boston 16765 Mini Stand Up Battery Pencil Sharpener
1792,Office Supplies,Labels,Avery 475
1793,Technology,Machines,"Vtech AT&T CL2940 Corded Speakerphone, Black"
1794,Furniture,Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets
1795,Technology,Phones,Griffin GC17055 Auxiliary Audio Cable
1796,Office Supplies,Storage,Rogers Profile Extra Capacity Storage Tub
1797,Technology,Phones,RCA ViSYS 25825 Wireless digital phone
1798,Office Supplies,Paper,Xerox 1914
1799,Office Supplies,Paper,Xerox 1902
1800,Office Supplies,Supplies,Acme Titanium Bonded Scissors
1801,Office Supplies,Binders,Ibico Recycled Linen-Style Covers
1802,Office Supplies,Paper,Xerox 207
1803,Technology,Machines,Socket Bluetooth Cordless Hand Scanner (CHS)
1804,Technology,Machines,Okidata B400 Printer
1805,Technology,Accessories,"Logitech Wireless Boombox Speaker - portable - wireless, wired"
1806,Technology,Phones,Xiaomi Mi3
1807,Office Supplies,Paper,Xerox 1947
1808,Technology,Accessories,Sony Micro Vault Click 4 GB USB 2.0 Flash Drive
1809,Office Supplies,Paper,Xerox 193
1810,Technology,Phones,iOttie XL Car Mount
1811,Office Supplies,Appliances,Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup
1812,Technology,Accessories,First Data TMFD35 PIN Pad
1813,Furniture,Furnishings,Ultra Commercial Grade Dual Valve Door Closer
1814,Furniture,Furnishings,Contemporary Borderless Frame
1815,Technology,Machines,"3D Systems Cube Printer, 2nd Generation, White"
1816,Technology,Phones,Panasonic KX - TS880B Telephone
1817,Office Supplies,Binders,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders"
1818,Office Supplies,Paper,Xerox 1936
1819,Office Supplies,Binders,Avery Legal 4-Ring Binder
1820,Technology,Phones,Avaya 5410 Digital phone
1821,Office Supplies,Paper,"TOPS Money Receipt Book, Consecutively Numbered in Red,"
1822,Office Supplies,Storage,Desktop 3-Pocket Hot File
1823,Office Supplies,Paper,Wirebound Voice Message Log Book
1824,Technology,Machines,Konica Minolta magicolor 1690MF Multifunction Printer
1825,Furniture,Furnishings,"Linden 12"" Wall Clock With Oak Frame"
1826,Furniture,Furnishings,Tensor Brushed Steel Torchiere Floor Lamp
1827,Technology,Machines,Ricoh - Ink Collector Unit for GX3000 Series Printers
1828,Office Supplies,Paper,"Wirebound Message Forms, Four 2 3/4 x 5 Forms per Page, Pink Paper"
1829,Office Supplies,Labels,Avery 479
1830,Technology,Machines,Okidata C610n Printer
1831,Office Supplies,Paper,Xerox 229
1832,Office Supplies,Supplies,Acme Galleria Hot Forged Steel Scissors with Colored Handles
1833,Furniture,Furnishings,Nu-Dell EZ-Mount Plastic Wall Frames
1834,Furniture,Furnishings,Tensor Track Tree Floor Lamp
1835,Furniture,Chairs,Hon Olson Stacker Chairs
1836,Office Supplies,Appliances,Belkin 7-Outlet SurgeMaster Home Series
1837,Technology,Phones,Griffin GC36547 PowerJolt SE Lightning Charger
1838,Furniture,Furnishings,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting
1839,Technology,Accessories,Cherry 142-key Programmable Keyboard
1840,Technology,Phones,Motorola L703CM
1841,Technology,Machines,NeatDesk Desktop Scanner & Digital Filing System
1842,Office Supplies,Appliances,Hoover Commercial Lightweight Upright Vacuum
1843,Office Supplies,Paper,Xerox 1976
1844,Office Supplies,Art,"Stride Job 150 Highlighters, Chisel Tip, Assorted Colors"
1845,Office Supplies,Binders,"Black Avery Memo-Size 3-Ring Binder, 5 1/2"" x 8 1/2"""
1846,Office Supplies,Paper,Xerox 1983
1847,Furniture,Furnishings,"Tenex Chairmat w/ Average Lip, 45"" x 53"""
1848,Technology,Machines,"Brother MFC-9340CDW LED All-In-One Printer, Copier Scanner"
1849,Office Supplies,Labels,Avery 484
1850,Furniture,Furnishings,Electrix Fluorescent Magnifier Lamps & Weighted Base
1851,Technology,Machines,Okidata C610n Printer
1852,Office Supplies,Storage,Space Solutions Industrial Galvanized Steel Shelving.
1853,Office Supplies,Art,Staples in misc. colors
1854,Technology,Machines,Plantronics Single Ear Headset
1855,Technology,Machines,Zebra GK420t Direct Thermal/Thermal Transfer Printer
1856,Furniture,Furnishings,"Tensor ""Hersey Kiss"" Styled Floor Lamp"
1857,Technology,Accessories,Memorex Mini Travel Drive 32 GB USB 2.0 Flash Drive
1858,Office Supplies,Appliances,Hoover Commercial SteamVac
1859,Office Supplies,Paper,Xerox 1938
1860,Technology,Accessories,NETGEAR RangeMax WNR1000 Wireless Router
1861,Office Supplies,Paper,Xerox 1899
1862,Technology,Machines,Hewlett-Packard Desktjet 6988DT Refurbished Printer
1863,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled"
1864,Furniture,Furnishings,"Executive Impressions 16-1/2"" Circular Wall Clock"
1865,Technology,Machines,Okidata MB760 Printer
1866,Office Supplies,Art,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set"
1867,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock with Quartz Movement"
1868,Office Supplies,Fasteners,Sterling Rubber Bands by Alliance
1869,Office Supplies,Appliances,Kensington 6 Outlet SmartSocket Surge Protector
1870,Technology,Accessories,Maxell CD-R Discs
1871,Office Supplies,Art,Avery Hi-Liter Pen Style Six-Color Fluorescent Set
1872,Office Supplies,Supplies,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut"
1873,Technology,Machines,Star Micronics TSP100 TSP143LAN Receipt Printer
1874,Office Supplies,Paper,Xerox 1955
1875,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Speed Message, No Reply Area, Duplicate"
1876,Office Supplies,Paper,"1/4 Fold Party Design Invitations & White Envelopes, 24 8-1/2"" X 11"" Cards, 25 Env./Pack"
1877,Technology,Machines,Hewlett-Packard Deskjet F4180 All-in-One Color Ink-jet - Printer / copier / scanner
1878,Technology,Machines,Lexmark 20R1285 X6650 Wireless All-in-One Printer
1879,Technology,Phones,Nokia Lumia 1020
1880,Office Supplies,Supplies,Acme Serrated Blade Letter Opener
1881,Technology,Machines,Okidata B401 Printer
1882,Office Supplies,Paper,Xerox Blank Computer Paper
1883,Office Supplies,Art,4009 Highlighters
1884,Furniture,Chairs,Global Enterprise Series Seating Low-Back Swivel/Tilt Chairs
1885,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters with Dispenser Box
1886,Furniture,Chairs,Office Star - Task Chair with Contemporary Loop Arms
1887,Office Supplies,Envelopes,Grip Seal Envelopes
1888,Technology,Machines,Penpower WorldCard Pro Card Scanner
1889,Technology,Accessories,Sony 8GB Class 10 Micro SDHC R40 Memory Card
1890,Technology,Phones,RCA ViSYS 25425RE1 Corded phone
1891,Technology,Machines,Cisco 8961 IP Phone Charcoal
1892,Office Supplies,Appliances,"Eureka Hand Vacuum, Bagless"
1893,Technology,Phones,LG G2
1894,Office Supplies,Storage,Eldon Jumbo ProFile Portable File Boxes Graphite/Black
